Academic Term,Course Campus,Course Identification,Subject,Subject Description,Course Number,Status,Status Description,Schedule Type,College,College Description,Dept,Department Description,Minimum Credit,Maximum Credit,Title Short Description,Title Long Description,Course Description,Default Grade Mode Description
Fall 2023,Beaufort,PSYCB214,PSYC,PSYC - Psychology,B214,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Human Sexual Behavior,Human Sexual Behavior,"Psychological, physiological and sociological factors of human sexual behavior and attitudes. 
",Standard Letter
Fall 2023,Beaufort,PSYCB216,PSYC,PSYC - Psychology,B216,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psychology of Marriage,Psychology of Marriage,"The psychological, physiological and social characteristics of marriage. 
",Standard Letter
Fall 2023,Beaufort,PSYCB218,PSYC,PSYC - Psychology,B218,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psychology of Women,Psychology of Women,"Women's experiences: childhood and adolescence, work, family, cultural images, adjustment and social change. 
",Standard Letter
Fall 2023,Beaufort,PSYCB220,PSYC,PSYC - Psychology,B220,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psychology of Religion,Psychology of Religion,"The development of the religious consciousness and its various expressions, the psychological dynamics of growth and conversion, response to crisis and the relation of spiritual practice to health and wholeness.",Standard Letter
Fall 2023,Beaufort,PSYCB224,PSYC,PSYC - Psychology,B224,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Industrial/Organizational Psyc,Industrial/Organizational Psychology,"Psychological techniques applied to various industrial and organizational problem areas, such as management and supervision, morale, efficiency,
training, personnel selection and placement and relations among personnel.",Standard Letter
Fall 2023,Beaufort,PSYCB229,PSYC,PSYC - Psychology,B229,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Sport Psychology,Sport Psychology,"The role of sports in socialization, personality development and competence, including: spectator-performer interactions, motivation, competition
effects; and the application of psychological techniques to performance enhancement.",Standard Letter
Fall 2023,Beaufort,PSYCB302,PSYC,PSYC - Psychology,B302,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Learning and Memory,Learning and Memory,"(Prerequisite: PSYC B101) Research and applications concerning the acquisition of new behavior and knowledge, including accounts based on classical and instrumental conditioning and on information-processing models.",Standard Letter
Fall 2023,Beaufort,PSYCB303,PSYC,PSYC - Psychology,B303,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Principles of Gerontology,Principles of Gerontology,"(§HMSV B303 & SOCY B303) An exploration of the interdisciplinary field of gerontology, including the fundamental concepts, theories, and issues
involved in the study of aging from diverse perspectives.",Standard Letter
Fall 2023,Beaufort,PSYCB311,PSYC,PSYC - Psychology,B311,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Abnormal Psychology,Abnormal Psychology,"(Prerequisite: PSYC B101) Covers the classification, diagnosis, etiological theories and treatments of the major mental and emotional disorders. 
",Standard Letter
Fall 2023,Beaufort,PSYCB312,PSYC,PSYC - Psychology,B312,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Abnormal Behavior in Children,Abnormal Behavior in Children,"(Prerequisite: PSYC B311 or consent of instructor) Theories, description and assessment of child behavior problems and disorders; methods of
intervention.",Standard Letter
Fall 2023,Beaufort,PSYCB321,PSYC,PSYC - Psychology,B321,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Life Span Developmental Psyc,Life Span Developmental Psychology,"(Prerequisite: PSYC B101) Psychological development from conception to late adulthood. Topics include physical, cognitive and social processes
associated with development at each stage of the life cycle.",Standard Letter
Fall 2023,Beaufort,PSYCB322,PSYC,PSYC - Psychology,B322,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psyc of Child Development,Psychology of Child Development,(Prerequisite: PSYC B101) Examination of development from conception through older childhood. Specific cognitive and social processes will be given in-depth study.,Standard Letter
Fall 2023,Beaufort,PSYCB328,PSYC,PSYC - Psychology,B328,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psychology of Aging,Psychology of Aging,"(Prerequisite: PSYC B101) Psychological, social and biological phenomena associated with maturity and aging. 
",Standard Letter
Fall 2023,Beaufort,PSYCB331,PSYC,PSYC - Psychology,B331,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Social Psychology,Social Psychology,"(Prerequisite: PSYC B101) Introduction to theory and research in social psychology from a psychological viewpoint. Topics include social perception,
social cognition, attitudes, interpersonal relationships, aggression, prosocial behavior and group processes.",Standard Letter
Fall 2023,Beaufort,PSYCB341,PSYC,PSYC - Psychology,B341,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Personality Theory,Personality Theory,"(Prerequisite: PSYC B101) Covers the major theories and research on personality and the dynamics of human motivation. 
",Standard Letter
Fall 2023,Beaufort,PSYCB361,PSYC,PSYC - Psychology,B361,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Biological Psychology,Biological Psychology,(Prerequisite: PSYC B101) The neurochemical and neuroanatomical bases of behavior ranging from the reflex to schizophrenia. Satisfies 3-credit hour course requirement for Natural Science GE.,Standard Letter
Fall 2023,Beaufort,PSYCB380,PSYC,PSYC - Psychology,B380,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Cultural Psychology,Cultural Psychology,"(Prerequisite: PSYC B101) A global cultural perspective on human behavior exploring how culture influences our lives and the lives of others across the world. Topics may include cultural influences on development, mental health, cognition, personality and social behavior. 
",Standard Letter
Fall 2023,Beaufort,PSYCB399,PSYC,PSYC - Psychology,B399,A,Active,Independent Study,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,1,6,Independent Study,Independent Study in Psychology,"(Prerequisite: Contract approval is required, and PSYC B101 and consent of instructor) Closely supervised project or research experience in psychology. May be repeated for up to six credit hours. Not for psychology major credit.",Standard Letter
Fall 2023,Beaufort,PSYCB401,PSYC,PSYC - Psychology,B401,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Cognitive Psychology,Cognitive Psychology,"(Prerequisite: PSYC B302) Research and theories on sensory memory, attention, short-term and working memory, human learning and forgetting,
imagery, long-term memory, speech perception, reading, language, thinking and problem solving and decision making.",Standard Letter
Fall 2023,Beaufort,PSYCB403,PSYC,PSYC - Psychology,B403,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Working with Older Adults,Working with Older Adults,"{§HMSV/SOCY B403} (Prerequisite: SOCY/PSYC/HMSV B303 or SOCY B313 or PSYC B328, or consent of instructor) Provides students with hands-on experience in fields serving the growing older adult population. This is a service-learning course with a significant experiential component. Students will spend time engaged directly with older adults, learning from practitioners working with and in service to older adults, supporting caregivers for older adults, and reflecting on their own perceptions of aging. 
",Standard Letter
Fall 2023,Beaufort,PSYCB404,PSYC,PSYC - Psychology,B404,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psych Consumer Behavior,Psychology Consumer Behavior,"(Prerequisite: PSYC B101) Psychological Principles and concepts applied to advertising and selling, promotion, consumer attitudes, psychological
measurement and prediction, and influence in consumer behavior.
",Standard Letter
Fall 2023,Beaufort,PSYCB406,PSYC,PSYC - Psychology,B406,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,History and Systems of Psyc,History and Systems of Psychology,"(Prerequisite PSYC B101) This course covers systematic approaches to psychology and the history of psychology.
",Standard Letter
Fall 2023,Beaufort,PSYCB409,PSYC,PSYC - Psychology,B409,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Positive Psychology,Positive Psychology,"(Prerequisite: PSYC B101 and Junior or Senior standing) Research and theories on psychological well-being and happiness. Topics include subjective well-being, positive affect and emotions, flow, resilience, correlates of happiness, self-regulation, virtues and character, interpersonal relationships, and mindfulness.",Standard Letter
Fall 2023,Beaufort,PSYCB411,PSYC,PSYC - Psychology,B411,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Intro to Clinical Psychology,Introduction to Clinical Psychology,"(Prerequisite: PSYC B311 and B341 or consent of instructor) An introduction to the science and practice of clinical psychology. Application of
psychological principles to the assessment and treatment of mental disorders and behavioral problems in human beings.",Standard Letter
Fall 2023,Beaufort,PSYCB413,PSYC,PSYC - Psychology,B413,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Trauma & Recovery,Trauma & Recovery,"(Prerequisite: PSYC B311 or equivalent) This course will provide an overall theoretical basis for trauma assessment and intervention. Students will learn the overview of trauma & recovery from crime scene to therapy couch. Topics include legal, social, and behavioral concepts of trauma, trauma theory, treatment options, and stages of recovery. 
",Standard Letter
Fall 2023,Beaufort,PSYCB415,PSYC,PSYC - Psychology,B415,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Community Psychology,Community Psychology,"(Prerequisite: PSYC B101) Community psychology explores the roles that individuals play in the formation, resilience, and well-being of communities and, in turn, examine how communities influence the individual. 
",Standard Letter
Fall 2023,Beaufort,PSYCB418,PSYC,PSYC - Psychology,B418,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psyc of Drug Use and Effects,Psychology of Drug Use and Effects,"(Prerequisite: PSYC B101) Overview of the physiology and psychological effects of psychoactive substances and of addictions.  Historical, societal, legal, medical, and economic factors on psychoactive substance use and abuse will be explored.

",Standard Letter
Fall 2023,Beaufort,PSYCB425,PSYC,PSYC - Psychology,B425,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psych and the Legal System,Psychology and the Legal System,"(Prerequisite: PSYC B101) The role of psychologists in the legal system, psychological issues within the legal system, interpretations of victims and
criminality, and treatment of offenders.",Standard Letter
Fall 2023,Beaufort,PSYCB441,PSYC,PSYC - Psychology,B441,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psycl Tests and Measurement,Psychological Tests and Measurement,"(Prerequisite: STAT B201 or consent of instructor) Overview of the nature, design and application of psychological tests. Emphasis on test construction, the psychometric properties of psychological tests, intelligence and aptitude testing, objective and projective tests of personality and general issues in the application of tests.",Standard Letter
Fall 2023,Beaufort,PSYCB451,PSYC,PSYC - Psychology,B451,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Sensation and Perception,Sensation and Perception,"(Prerequisite: PSYC B101) Processing of information from the environment. Physiological, physical, psychological and contextual determinants of
perception.",Standard Letter
Fall 2023,Beaufort,PSYCB462,PSYC,PSYC - Psychology,B462,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psychology in Film,Psychology in Film,"(Prerequisite: PSYC B101) Application of knowledge from various areas of psychology to the study of film and portrayal of psychological concepts in film.
",Standard Letter
Fall 2023,Beaufort,PSYCB465,PSYC,PSYC - Psychology,B465,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Health Psychology,Health Psychology,"(Prerequisite: PSYC B101) An introduction to the interdisciplinary subfield of psychology dedicated to promoting and maintaining health and preventing and treating illness.
",Standard Letter
