CourseID,CourseNumber,Title,MinCreditHours,MaxCreditHours,CourseDescription,GradeType,Course_type,SubjectID
1051,B485,Senior Exhibition,3,NULL,"(Prerequisite: ARTS B102, B103, B104, and B111) A capstone course that focuses on a group exhibition that includes: artist biography, resume, and statement with an online portfolio documenting the exhibition and other support materials. All Art Majors are required to register for the Senior Exhibition in their senior year.",Standard Letter,Studio / PE Course,6
1052,B476,Senior Seminar,3,NULL,(Co-requisite: EDEC B469) The synthesis and critical evaluation of professional studies in early childhood education.,Standard Letter,Seminar,17
1053,B476,Senior Seminar,3,NULL,(Co-requisite: EDEL B469) The synthesis and critical evaluation of professional studies in elementary education.,Standard Letter,Seminar,18
1054,B480,Senior Seminar,3,NULL,(Prerequisite: Consent of instructor) A review of current literature in specialized subject areas involving student presentations. Content varies and will be announced in the schedule of classes by suffix and title. Offered Spring semester.,Pass/Fail,Lecture,44
1055,B480,Senior Seminar,NULL,NULL,NULL,NULL,NULL,45
1056,B499,Senior Seminar,3,NULL,"(Prerequisite: Placement at 300 level on Phase II placement exam, grade of  C  or better in at least one cultural history course (SPAN B400, B401, B402 or B403) and in at least one literature course (SPAN B404, B405, B406, or B407), or consent of instructor) A special seminar devoted to the in-depth study of selected topics in Hispanic literature, culture, or language. Required for the intensive major in Spanish. Taught in Spanish.",Standard Letter,Lecture,60
1057,B490,Senior Seminar in Health Promo,NULL,NULL,NULL,NULL,NULL,35
1058,B490,Senior Seminar Public Health,2,NULL,(Prerequisite: PUBH B310) A capstone course that summarizes the experiences of the public health major and prepares students for employment and/or graduate study.,Standard Letter,Seminar,57
1059,B476,Senior Seminar Secondary Math,3,NULL,(Co-requisite: EDME B469) The synthesis and critical evaluation of professional studies in secondary mathematics education.,Standard Letter,Lecture,21
1060,B498,Senior Seminar: Writing,3,NULL,(Prerequisite: Senior standing with GPA of 3.0 within English major and departmental approval. Students pursuing a concentration who have completed at least 6 hours of writing courses within their concentration with grades of B or better may register for Seminar in Creative/Professional Writing.) This seminar provides a capstone experience for English majors. Students will work both independently and within a classroom setting to complete a substantial writing project.,Standard Letter,Lecture,26
1061,B499,Senior Thesis,3,NULL,(Prerequisite: Senior standing with GPA of 3.0 within English major and departmental approval. Students pursuing a concentration who have completed at least 6 hours of writing courses within their concentration with grades of B or better may register for Thesis in Creative/Professional Writing.) The senior thesis provides a capstone experience for English majors. Students will work independently and with the professor to complete a substantial writing project.,Standard Letter,Lecture,26
1062,B499,Senior Thesis,2,NULL,(Prerequisite: MATH B497) The senior thesis provides a capstone experience for Mathematics majors. Students will work independently and with the professor to complete a substantial expository or research project.,Pass/Fail,Lecture,44
1063,B499,Senior Thesis - Honors,NULL,NULL,NULL,NULL,NULL,26
1064,B499,Senior Thesis- Honors,NULL,NULL,NULL,NULL,NULL,26
1065,B499,Senior Thesis: Honors,NULL,NULL,NULL,NULL,NULL,26
1066,B451,Sensation and Perception,3,NULL,"(Prerequisite: PSYC B101) Processing of information from the environment. Physiological, physical, psychological and contextual determinants of perception.",Standard Letter,Lecture,56
1067,B440,Serv Mgmt for Hospitality/Tour,3,NULL,(Prerequisite: ECON B221 and B222; MGMT B371) Management issues pertinent to quality service delivery in hospitality and tourism organizations.,Standard Letter,Lecture,36
1068,B300,"Sex, Sexuality, Gender & Healt",3,NULL,"This course presents issues of sex, sexuality, and gender (SSG) that health care professionals will encounter. Students will learn the impact of sex, sexuality and gender in the context of healthcare. Disparities of health issues will be discussed from the continuum of health care practice, from education, through diagnosis, to treatment and response.",Standard Letter,Lecture,51
1069,B225,Single Camera Production,3,NULL,"(Prerequisite: COMM B140) This course introduces students to the fundamentals of video production. Students will gain experience in pre-production, production, and post-production short projects.",Standard Letter,Lecture,11
1070,B350,Soc Delinquent Youth Behavior,3,NULL,"Social factors in the development, identification and treatment of delinquents.",Standard Letter,Lecture,59
1071,B360,Soc of Medicine and Health,3,NULL,"Social factors in health, illness and medicine in contemporary society.",Standard Letter,Lecture,59
1072,B119,Soccer,1,NULL,"Fundamental skills for game performance; history, rules, and game strategy.",Standard Letter,Studio / PE Course,52
1073,B310,Social Demography,3,NULL,"(Prerequisite: STAT B201) Selected theoretical orientations, methodological procedures and illustrative substantive data pertaining to population.",Standard Letter,Lecture,59
1074,B331,Social Psychology,3,NULL,"(Prerequisite: PSYC B101) Introduction to theory and research in social psychology from a psychological viewpoint. Topics include social perception, social cognition, attitudes, interpersonal relationships, aggression, prosocial behavior and group processes.",Standard Letter,Lecture,56
1075,B300,Social Structures,3,NULL,"Selected theoretical orientations, methodological procedures and illustrative substantive data pertaining to social structures.",Standard Letter,Lecture,59
1076,B497,Sociological Research Methods,4,NULL,(Prerequisite: SOCY B220 or PSYC B202 or STAT B201) Critical analysis of major methods used in the conduct of social science general problems of research design. Two lecture hours and two laboratory hours per week.,Standard Letter,Lecture,59
1077,B496,Sociological Theory,3,NULL,"(Prerequisite: SOCY B101 and Junior or Senior standing, or consent of instructor.) Theoretical perspectives on society and social behavior.",Standard Letter,Lecture,59
1078,B326,Sociology of Adolescence,3,NULL,Sociological perspectives and research findings related to adolescence.,Standard Letter,Lecture,59
1079,B313,Sociology of Aging,3,NULL,"Analysis of aging as a process of socialization and the status of older people in society, their roles in the community, demographic aspects of aging and the impact of aging upon social institutions.",Standard Letter,Lecture,59
1080,B325,Sociology of Childhood,3,NULL,"A consideration of the child in the family group, play group, school group and community.",Standard Letter,Lecture,59
1081,B353,Sociology of Crime,3,NULL,"Social factors in the development, identification and treatment of criminals.",Standard Letter,Lecture,59
1082,B341,Sociology of Death and Dying,3,NULL,The social and psychological processes of dying; community reactions to death; social institutions for resolving death problems.,Standard Letter,Lecture,59
1083,B323,Sociology of Deviant Behavior,3,NULL,"Theories, methodology and substantive issues in the study of social deviance.",Standard Letter,Lecture,59
1084,B362,Sociology of Disability,3,NULL,A social perspective is employed to analyze social disability. Several theoretical concepts provide students with the ability to understand social disability from a unique angle.,Standard Letter,Lecture,59
1085,B357,Sociology of Education,3,NULL,"{ EDFO B357} Analysis of educational institutions, organizations, processes and their effects in contemporary society.",Standard Letter,Lecture,59
1086,B349,Sociology of Food,3,NULL,Exploration of the sociological issues surrounding food and the impact food makes on our personal and public lives.,Standard Letter,Lecture,59
1087,B460,Sociology of Mental Health,3,NULL,"Social factors in the development, identification and treatment of mental illness.",Standard Letter,Lecture,59
1088,B307,Sociology of Religion,3,NULL,Sociological perspectives related to selected aspects of religious behavior. Includes references to non-Western religions.,Standard Letter,Lecture,59
1089,B370,Sociology of Sport,3,NULL,"Theories, methods and substantive issues in the study of sport in contemporary societies.",Standard Letter,Lecture,59
